capcode,capcode_short,discipline,service,region,region_code,location,station,unit_type,unit_type_name,callsign,unit_number,description,remark,status,confidence,sources,source_urls
000920037,0920037,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920038,0920038,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920040,0920040,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920050,0920050,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920055,0920055,Ambulance,Ambulance,Gelderland Midden,,,,,,,,388 | RAV Gelderland-Midden | Persoonlijke-code,,ok,medium,tomzulu,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920101,0920101,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-101,07-101,Ambulance-07-101,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920102,0920102,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-102,07-102,Ambulance-07-102,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920103,0920103,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-103,07-103,Ambulance-07-103,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920104,0920104,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-104,07-104,Ambulance-07-104,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920105,0920105,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-105,07-105,Ambulance-07-105,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920106,0920106,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-106,07-106,Ambulance-07-106,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920107,0920107,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-107,07-107,Ambulance-07-107,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920108,0920108,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-108,07-108,Ambulance-07-108,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920109,0920109,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-109,07-109,Ambulance-07-109,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920110,0920110,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-110,07-110,Ambulance-07-110,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920111,0920111,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-111,07-111,Ambulance-07-111,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920112,0920112,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-112,07-112,Ambulance-07-112,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920113,0920113,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-113,07-113,Ambulance-07-113,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920114,0920114,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-114,07-114,Ambulance-07-114,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920115,0920115,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-115,07-115,Ambulance-07-115,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920116,0920116,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-116,07-116,Ambulance-07-116,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920117,0920117,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-117,07-117,Ambulance-07-117,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920118,0920118,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-118,07-118,Ambulance-07-118,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920119,0920119,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-119,07-119,Ambulance-07-119,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920120,0920120,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-120,07-120,CPA Gelderland-Midden ( Ambulance 07-120 Ede ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920121,0920121,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-121,07-121,CPA Gelderland-Midden ( Ambulance 07-121 Zevenaar ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920122,0920122,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-122,07-122,CPA Gelderland-Midden ( Ambulance 07-122 Barneveld ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920123,0920123,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-123,07-123,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920124,0920124,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-124,07-124,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920125,0920125,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-125,07-125,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920126,0920126,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-126,07-126,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920127,0920127,Ambulance,Ambulance,Gelderland Midden,,,,,Ambulance,07-127,07-127,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920140,0920140,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulancemotor-07-320,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000920142,0920142,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulancemotor-07-322,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920144,0920144,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulancemotor-07-324,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000920146,0920146,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulancemotor-07-326,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000920150,0920150,Ambulance,Ambulance,Gelderland Midden,,,,LANCE,,LANCE-07-201,,Sololance-07-341,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920151,0920151,Ambulance,Ambulance,Gelderland Midden,,,,LANCE,,LANCE-07-202,,Sololance-07-342,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406;https://p2000.bommel.net/cap2csv.php
000920154,0920154,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Sololance-07-345,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000920161,0920161,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Zorgambulance-07-401,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000920162,0920162,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Zorgambulance-07-402,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000920163,0920163,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Zorgambulance-07-403,,ok,high,bommel,https://p2000.bommel.net/cap2csv.php
000920201,0920201,Ambulance,Ambulance,Gelderland Midden,,,,,,,,CPA Gelderland-Midden ( Sigma Oost ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920202,0920202,Ambulance,Ambulance,Gelderland Midden,,,,,,,,CPA Gelderland-Midden ( Sigma West ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920203,0920203,Ambulance,Ambulance,Gelderland Midden,,,,,,,,CPA Gelderland-Midden ( Sigma Arnhem ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920204,0920204,Ambulance,Ambulance,Gelderland Midden,,,,,,,,CPA Gelderland-Midden ( Sigma Renkum ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920205,0920205,Ambulance,Ambulance,Gelderland Midden,,,,,,,,CPA Gelderland-Midden ( Sigma de Liemers ),,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920222,0920222,Ambulance,Ambulance,Gelderland Midden,,,,,,,,424 | Regionaal | NRK Noodhulp-Team UGS Ede,,ok,medium,tomzulu,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920322,0920322,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920324,0920324,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920328,0920328,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920329,0920329,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920340,0920340,Ambulance,Ambulance,Gelderland Midden,,,,,,,,429 | Regionaal | Rapid Responder 07-340,,ok,medium,tomzulu,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920341,0920341,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920342,0920342,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920343,0920343,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920344,0920344,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920345,0920345,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920701,0920701,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920702,0920702,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,medium,capcodes_eu,https://capcodes.eu/
000920801,0920801,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920802,0920802,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=749319406
000920912,0920912,Ambulance,Ambulance,Gelderland Midden,,,,,,,,CPA Gelderland-Midden ( Centralist ),,ok,medium,capcodes_eu,https://capcodes.eu/
000920999,0920999,Ambulance,Ambulance,Gelderland Midden,,,,,,,,Ambulance Gelderland Midden,,ok,medium,capcodes_eu,https://capcodes.eu/
000923000,0923000,Ambulance,Ambulance,Gelderland Zuid,,,,,,,,Ambulance Gelderland Zuid,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=194825636
000923001,0923001,Ambulance,Ambulance,Gelderland Zuid,,,,,,,,Ambulance Gelderland Zuid,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=194825636
000923100,0923100,Ambulance,Ambulance,Gelderland Zuid,,,,,,,,Monitorcode Ambulancepost,,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=194825636;https://p2000.bommel.net/cap2csv.php
000923110,0923110,Ambulance,Ambulance,Gelderland Zuid,,,,,Ambulance,08-110,08-110,Ambulance Gelderland Zuid,,ok,high,capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=194825636
000923111,0923111,Ambulance,Ambulance,Gelderland Zuid,,,,,Ambulance,08-111,08-111,08-111 (RAV),,ok,high,bommel;capcodes_eu;tomzulu,https://capcodes.eu/;https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-BD1gVKHgZnEYcvr21gnNtFN6x7CQ-WMqwU4AQNHvnPXsuz5ie92K6E1R9MZrt6VleswOqKMgeWMl/pubhtml/sheet?headers=false&gid=194825636;https://p2000.bommel.net/cap2csv.php
